数字付费,#genre#\\n
湖北卫视,https://www.yangshipin.cn/tv/home?pid=600002508###WEB\\n
湖南卫视,https://www.yangshipin.cn/tv/home?pid=600002475###WEB\\n
贵州卫视,https://www.yangshipin.cn/tv/home?pid=600002490###WEB\\n
辽宁卫视,https://www.yangshipin.cn/tv/home?pid=600002505###WEB\\n
重庆卫视,https://www.yangshipin.cn/tv/home?pid=600002531###WEB\\n
黑龙江卫视,https://www.yangshipin.cn/tv/home?pid=600002498###WEB\\n
海南卫视,https://www.yangshipin.cn/tv/home?pid=600002506###WEB\\n
电影电视,#genre#\\n
「斗鱼」欧美大片,https://www.douyu.com/2793084###WEB\\n
「斗鱼」贝爷影厅2,https://www.douyu.com/36337###WEB\\n
「斗鱼」邵氏影院,https://www.douyu.com/4246519###WEB\\n
「斗鱼」贝爷MAX厅60帧电影科幻动作,https://www.douyu.com/4332###WEB\\n
「斗鱼」贝爷影厅欧美科幻动作经典电影,https://www.douyu.com/252802###WEB\\n
「斗鱼」进击的神乐,https://www.douyu.com/85894###WEB\\n
「斗鱼」绝地求生,https://www.douyu.com/100###WEB\\n
「斗鱼」吃奶滴虫,https://www.douyu.com/263824###WEB\\n
「斗鱼」喜剧电影,https://www.douyu.com/9292492###WEB\\n
「斗鱼」避风影院,https://www.douyu.com/9826611###WEB\\n
「斗鱼」吃米滴虫,https://www.douyu.com/315457###WEB\\n
「斗鱼」冰冰经典,https://www.douyu.com/74374###WEB\\n
「斗鱼」怡寶影院,https://www.douyu.com/434971###WEB\\n
「斗鱼」小黛兮影,https://www.douyu.com/11553944###WEB\\n
「斗鱼」萌小鬼片,https://www.douyu.com/3928###WEB\\n
「斗鱼」神乐影剧,https://www.douyu.com/122402###WEB\\n
「斗鱼」可乐影院,https://www.douyu.com/20415###WEB\\n
「斗鱼」小宇60帧,https://www.douyu.com/323876###WEB\\n
「斗鱼」電影劇場,https://www.douyu.com/7575350###WEB\\n
「斗鱼」豆瓣高分,https://www.douyu.com/8770422###WEB\\n
「斗鱼」凌儿影院,https://www.douyu.com/1377142###WEB\\n
「斗鱼」【变种人】,https://www.douyu.com/9651304###WEB\\n
「斗鱼」【女神金】60帧 蓝光原画 刀刀陪看,https://www.douyu.com/747764###WEB\\n
「斗鱼」【花卷陪看】豆瓣高评分电影,https://www.douyu.com/52787###WEB\\n
「斗鱼」RM-点播,https://www.douyu.com/131977###WEB\\n
「斗鱼」名侦探柯南,https://www.douyu.com/1487654###WEB\\n
「斗鱼」神探狄仁杰,https://www.douyu.com/6027991###WEB\\n
「斗鱼」栗子陪看,https://www.douyu.com/7254536###WEB\\n
「斗鱼」动漫花园,https://www.douyu.com/426517###WEB\\n
「斗鱼」星爷经典喜剧科幻动作,https://www.douyu.com/508118###WEB\\n
「斗鱼」译制片经典,https://www.douyu.com/2436390###WEB\\n
「虎牙」楚河,https://m.huya.com/998###WEB\\n
「虎牙」胖炸,https://m.huya.com/baozha###WEB\\n
「虎牙」七龙珠,https://m.huya.com/11601966###WEB\\n
「虎牙」中华小当家,https://m.huya.com/11342413###WEB\\n
「虎牙」猫和老鼠,https://m.huya.com/11352879###WEB\\n
\\n
广东,#genre#\\n
广东体育,https://345iptv.com/?act=play&token=f6ac797a63c28eedbc8ffc63c3bbfb92&tid=itv&id=4&p=0###WEB\\n
广东珠江,https://345iptv.com/?act=play&token=1c7069aa0724082e37ea6b256be5f071&tid=itv&id=84&p=0###WEB\\n
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8###HLS\\n
东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8###HLS\\n
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8###HLS\\n
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo###HLS\\n
广州南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de###HLS\\n
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi###HLS\\n
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=ec79a0d817981989c161f548c48c2954&txTime=1903e79e680###HLS\\n
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=4c09e8c2d093bcb692e036ae54ff87c7&txTime=1903e37cd8a###HLS\\n
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi###HLS\\n
广州法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=040cda8ae37088f2b96bea7b68bd0eb5&txTime=1903e5b8abe###HLS\\n
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a###HLS\\n
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd###HLS\\n
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8###HLS\\n
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8###HLS\\n
番禺新闻,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv###HLS\\n
广东影视,http://mom.coms.hk:9901/tsfile/live/1002_1.m3u8?key=txiptv###HLS\\n
广东民生,http://mom.coms.hk:9901/tsfile/live/1003_1.m3u8?key=txiptv###HLS\\n
广东少儿,http://mom.coms.hk:9901/tsfile/live/0130_2.m3u8?key=txiptv###HLS\\n
广东珠江,http://mom.coms.hk:9901/tsfile/live/1007_1.m3u8?key=txiptv###HLS\\n
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8?key=txiptv###HLS\\n
\\n
北京,#genre#\\n
北京卫视,https://www.brtn.cn/btv/btvsy_index###WEB\\n
北京卫视,https://media.hndyjyfw.gov.cn/live/jz-beijingweishi/live.m3u8###WEB\\n
北京卫视,https://www.yangshipin.cn/tv/home?pid=600002309###WEB\\n
BRTV文艺,https://www.brtn.cn/btv/btvsy_index###WEB\\n
BRTV纪实科教,https://www.brtn.cn/btv/btvsy_index###WEB\\n
BRTV影视,https://www.brtn.cn/btv/btvsy_index###WEB\\n
BRTV财经,https://www.brtn.cn/btv/btvsy_index###WEB\\n
BRTV体育休闲,https://www.brtn.cn/btv/btvsy_index###WEB\\n
BRTV i生活,https://www.brtn.cn/btv/btvsy_index###WEB\\n
BRTV新闻,https://www.brtn.cn/btv/btvsy_index###WEB\\n
卡酷少儿,https://www.brtn.cn/btv/btvsy_index###WEB\\n
\\n
\\n
浙江,#genre#\\n
中国教育1台,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8###HLS\\n
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8###HLS\\n
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8###HLS\\n
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8###HLS\\n
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8###HLS\\n
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8###HLS\\n
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8###HLS\\n
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8###HLS\\n
\\n
内蒙,#genre#\\n
内蒙古综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=b4373417a82ed64e52b0982a66da8df2&txTime=771E8800###HLS\\n
内蒙古经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=112b2c4c872de52b0f37aff6ead63ef0&txTime=771E8800###HLS\\n
内蒙古少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800###HLS\\n
内蒙古文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=c7b5c515d2bb6df442492d54955329a3&txTime=771E8800###HLS\\n
内蒙古农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=4d368a175afa19737a9f5be10af24fe2&txTime=771E8800###HLS\\n
内蒙古蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880###HLS\\n
内蒙古蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=d9d0fd7a252ef56b515c46a2e21830f4&txTime=771E8800###HLS\\n
呼和浩特新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800###HLS\\n
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=98390a77c143a68f0fd64bfe6e181dcb&txTime=771E8800###HLS\\n
鄂尔多斯新闻综合,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800###HLS\\n
巴彦淖尔新闻综合,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800###HLS\\n
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=8857087aeec2cec44d178a18550fdb8a&txTime=771E8800###HLS\\n
乌兰察布新闻综合,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=cf5f71d0000862b18f5813607b3dfd5b&txTime=771E8800###HLS\\n
\\n
临时,#genre#\\n
CCTV怀旧剧场,http://dsk.cc/p/bfgd.html?id=hjjc###WEB\\n
CCTV风云足球,http://dsk.cc/p/bfgd.html?id=fyzq###WEB\\n
CCTV电视指南,http://dsk.cc/p/bfgd.html?id=dszn###WEB\\n
CCTV女性时尚,http://dsk.cc/p/bfgd.html?id=nxss###WEB\\n
CCTV世界地理,http://dsk.cc/p/bfgd.html?id=sjdl###WEB\\n
中央新影-发现之旅,http://dsk.cc/p/bfgd.html?id=fxzl###WEB\\n
中央新影-老故事,http://dsk.cc/p/bfgd.html?id=lgs###WEB\\n
CHC华诚影视,http://dsk.cc/p/bfgd.html?id=chchcys###WEB\\n
书画,http://dsk.cc/p/bfgd.html?id=sh###WEB\\n
重温经典,http://dsk.cc/p/bfgd.html?id=cwjd###WEB\\n
卡酷少儿,http://dsk.cc/p/bfgd.html?id=kkse###WEB\\n
四海钓鱼,http://dsk.cc/p/bfgd.html?id=shdy###WEB\\n
优优宝贝,http://dsk.cc/p/bfgd.html?id=yybb###WEB\\n
亚洲影院,http://dsk.cc/p/bfgd.html?id=yzyy###WEB\\n
精品剧场,http://dsk.cc/p/bfgd.html?id=jpjc###WEB\\n
欧美影院,http://dsk.cc/p/bfgd.html?id=omyy###WEB\\n
高清娱乐,http://dsk.cc/p/bfgd.html?id=gqyl###WEB\\n
少儿动漫,http://dsk.cc/p/bfgd.html?id=sedm###WEB\\n
风尚音乐,http://dsk.cc/p/bfgd.html?id=fsyy###WEB\\n
探索纪录,http://dsk.cc/p/bfgd.html?id=tsjl###WEB\\n
电子竞技,http://dsk.cc/p/bfgd.html?id=dzjj###WEB\\n
漫游世界,http://dsk.cc/p/bfgd.html?id=mysj###WEB\\n
炫动3D,http://dsk.cc/p/bfgd.html?id=xdsd###WEB\\n
CCTV-1 综合,http://dsk.cc/p/bfgd.html?id=cctv1###WEB\\n
CCTV-1 综合,,http://dsk.cc/p/bfgd.html?id=cctv1b###WEB\\n
CCTV-1 综合,,http://dsk.cc/p/bfgd.html?id=cct1c###WEB\\n
CCTV-1 综合,,http://dsk.cc/p/bfgd.html?id=cct1d###WEB\\n
CCTV-1 综合,,http://dsk.cc/p/bfgd.html?id=cct1e###WEB\\n
CCTV-2 财经,http://dsk.cc/p/bfgd.html?id=cctv2###WEB\\n
CCTV-3 综艺,http://dsk.cc/p/bfgd.html?id=cctv3###WEB\\n
CCTV-4 中文国际（亚）,http://dsk.cc/p/bfgd.html?id=cctv4###WEB\\n
CCTV-5 体育,http://dsk.cc/p/bfgd.html?id=cctv5###WEB\\n
CCTV-5+ 体育赛事,http://dsk.cc/p/bfgd.html?id=cctv5p###WEB\\n
CCTV-6 电影,http://dsk.cc/p/bfgd.html?id=cctv6###WEB\\n
CCTV-7 国防军事,http://dsk.cc/p/bfgd.html?id=cctv7###WEB\\n
CCTV-8 电视剧,http://dsk.cc/p/bfgd.html?id=cctv8###WEB\\n
CCTV-9 纪录,http://dsk.cc/p/bfgd.html?id=cctv9###WEB\\n
CCTV-10 科教,http://dsk.cc/p/bfgd.html?id=cctv10###WEB\\n
CCTV-11 戏曲,http://dsk.cc/p/bfgd.html?id=cctv11###WEB\\n
CCTV-12 社会与法,http://dsk.cc/p/bfgd.html?id=cctv12###WEB\\n
CCTV-13 新闻,http://dsk.cc/p/bfgd.html?id=cctv13###WEB\\n
CCTV-14 少儿,http://dsk.cc/p/bfgd.html?id=cctv14###WEB\\n
CCTV-15 音乐,http://dsk.cc/p/bfgd.html?id=cctv15###WEB\\n
CCTV-17 农业农村,http://dsk.cc/p/bfgd.html?id=cctv17###WEB\\n
北京卫视,http://dsk.cc/p/bfgd.html?id=bjws###WEB\\n
东方卫视,http://dsk.cc/p/bfgd.html?id=dfws###WEB\\n
天津卫视,http://dsk.cc/p/bfgd.html?id=tjws###WEB\\n
重庆卫视,http://dsk.cc/p/bfgd.html?id=cqws###WEB\\n
黑龙江卫视,http://dsk.cc/p/bfgd.html?id=hljws###WEB\\n
吉林卫视,http://dsk.cc/p/bfgd.html?id=jlws###WEB\\n
延边卫视,http://dsk.cc/p/bfgd.html?id=ybws###WEB\\n
辽宁卫视,http://dsk.cc/p/bfgd.html?id=lnws###WEB\\n
辽宁卫视,http://dsk.cc/p/bfgd.html?id=lnws2###WEB\\n
辽宁卫视,http://dsk.cc/p/bfgd.html?id=lnhd###WEB\\n
内蒙古卫视,http://dsk.cc/p/bfgd.html?id=nmws###WEB\\n
宁夏卫视,http://dsk.cc/p/bfgd.html?id=nxws###WEB\\n
甘肃卫视,http://dsk.cc/p/bfgd.html?id=gsws###WEB\\n
青海卫视,http://dsk.cc/p/bfgd.html?id=qhws###WEB\\n
陕西卫视,http://dsk.cc/p/bfgd.html?id=sxws2###WEB\\n
农林卫视,http://dsk.cc/p/bfgd.html?id=nlws###WEB\\n
河北卫视,http://dsk.cc/p/bfgd.html?id=hbws###WEB\\n
山西卫视,http://dsk.cc/p/bfgd.html?id=sxiws###WEB\\n
山东卫视,http://dsk.cc/p/bfgd.html?id=sdws###WEB\\n
安徽卫视,http://dsk.cc/p/bfgd.html?id=ahws###WEB\\n
河南卫视,http://dsk.cc/p/bfgd.html?id=hnws###WEB\\n
河南卫视HD,http://dsk.cc/p/bfgd.html?id=hnhd###WEB\\n
湖北卫视,http://dsk.cc/p/bfgd.html?id=hubws###WEB\\n
湖南卫视,http://dsk.cc/p/bfgd.html?id=hunws###WEB\\n
江西卫视,http://dsk.cc/p/bfgd.html?id=jxws###WEB\\n
江苏卫视,http://dsk.cc/p/bfgd.html?id=jsws###WEB\\n
浙江卫视,http://dsk.cc/p/bfgd.html?id=zjws###WEB\\n
东南卫视,http://dsk.cc/p/bfgd.html?id=dnws###WEB\\n
广东卫视,http://dsk.cc/p/bfgd.html?id=gdws###WEB\\n
深圳卫视,http://dsk.cc/p/bfgd.html?id=szws###WEB\\n
广西卫视,http://dsk.cc/p/bfgd.html?id=gxws###WEB\\n
云南卫视,http://dsk.cc/p/bfgd.html?id=ynws###WEB\\n
贵州卫视,http://dsk.cc/p/bfgd.html?id=gzws###WEB\\n
四川卫视,http://dsk.cc/p/bfgd.html?id=scws###WEB\\n
新疆卫视,http://dsk.cc/p/bfgd.html?id=xjws###WEB\\n
兵团卫视,http://dsk.cc/p/bfgd.html?id=btws###WEB\\n
西藏卫视,http://dsk.cc/p/bfgd.html?id=xzws###WEB\\n
海南卫视,http://dsk.cc/p/bfgd.html?id=hinws###WEB\\n
辽宁都市,http://dsk.cc/p/bfgd.html?id=lnds###WEB\\n
辽宁都市HD,http://dsk.cc/p/bfgd.html?id=lndshd###WEB\\n
辽宁影视剧,http://dsk.cc/p/bfgd.html?id=lnysj###WEB\\n
辽宁北方,http://dsk.cc/p/bfgd.html?id=lnbf###WEB\\n
辽宁体育,http://dsk.cc/p/bfgd.html?id=lnty###WEB\\n
辽宁生活,http://dsk.cc/p/bfgd.html?id=lnsh###WEB\\n
辽宁教育青少,http://dsk.cc/p/bfgd.html?id=lnjyqs###WEB\\n
辽宁经济,http://dsk.cc/p/bfgd.html?id=lnjj###WEB\\n
辽宁经济HD,http://dsk.cc/p/bfgd.html?id=lnjjhd###WEB\\n
辽宁公共,http://dsk.cc/p/bfgd.html?id=lngg###WEB\\n
辽宁公共HD,http://dsk.cc/p/bfgd.html?id=lngghd###WEB\\n
北方导视,http://dsk.cc/p/bfgd.html?id=bfds###WEB\\n
沈阳新闻综合,http://dsk.cc/p/bfgd.html?id=syxwzh###WEB\\n
抚顺综合,http://dsk.cc/p/bfgd.html?id=fszh###WEB\\n
鞍山新闻综合,http://dsk.cc/p/bfgd.html?id=asxwzh###WEB\\n
大连新闻综合,http://dsk.cc/p/bfgd.html?id=dlxwzh###WEB\\n
丹东新闻综合,http://dsk.cc/p/bfgd.html?id=ddxwzh###WEB\\n
锦州新闻综合,http://dsk.cc/p/bfgd.html?id=jzxwzh###WEB\\n
阜新综合,http://dsk.cc/p/bfgd.html?id=fxzh###WEB\\n
辽阳新闻综合,http://dsk.cc/p/bfgd.html?id=lyxwzh###WEB\\n
营口新闻综合,http://dsk.cc/p/bfgd.html?id=ykxwzh###WEB\\n
盘锦新闻综合,http://dsk.cc/p/bfgd.html?id=pjxwzh###WEB\\n
锦州教育,http://dsk.cc/p/bfgd.html?id=jzjy###WEB\\n
铁岭新闻综合,http://dsk.cc/p/bfgd.html?id=tlxwzh###WEB\\n
朝阳新闻综合,http://dsk.cc/p/bfgd.html?id=cyxwzh###WEB\\n
本溪综合,http://dsk.cc/p/bfgd.html?id=bxzh###WEB\\n
连山区综合,http://dsk.cc/p/bfgd.html?id=lsqzh###WEB\\n
龙港区综合,http://dsk.cc/p/bfgd.html?id=lgqzh###WEB\\n
葫芦岛新闻综合,http://dsk.cc/p/bfgd.html?id=hldxwzh###WEB\\n
